Query,Expected,Agent,Predicted,Correct,Relevance,Agent Popularity
proves that a movie about goodness is not the same thing as a good movie .,negative,Positive Classifier,positive,False,0.8500000000000001,0.5
imagine a really bad community theater production of west side story without the songs .,negative,Positive Classifier,negative,True,0.37000000000000005,0.5
guillen rarely gets beneath the surface of things .,negative,Positive Classifier,neutral,False,0.25,0.5
"despite the long running time , the pace never feels slack -- there 's no scene that screams `` bathroom break ! ''",negative,Positive Classifier,neutral,False,0.25,0.5
pray 's film works well and will appeal even to those who are n't too familiar with turntablism .,negative,Positive Classifier,neutral,False,0.25,0.5
the best movie of its kind since ` brazil . ',negative,Positive Classifier,neutral,False,0.25,0.5
"roger michell , who did an appealing job directing persuasion and notting hill in england , gets too artsy in his american debut .",negative,Positive Classifier,neutral,False,0.25,0.5
makmalbaf follows a resolutely realistic path in this uncompromising insight into the harsh existence of the kurdish refugees of iran 's borderlands .,negative,Positive Classifier,neutral,False,0.25,0.5
... a roller-coaster ride of a movie,negative,Positive Classifier,neutral,False,0.25,0.5
"the film is faithful to what one presumes are the book 's twin premises -- that we become who we are on the backs of our parents , but we have no idea who they were at our age ; and that time is a fleeting and precious commodity no matter how old you are .",negative,Positive Classifier,neutral,False,0.25,0.5
"began life as a computer game , then morphed into a movie -- a bad one , of course .",negative,Positive Classifier,negative,True,0.37000000000000005,0.5
"disney 's live-action division has a history of releasing cinematic flotsam , but this is one occasion when they have unearthed a rare gem .",negative,Positive Classifier,neutral,False,0.25,0.5
audiences will find no mention of political prisoners or persecutions that might paint the castro regime in less than saintly tones .,negative,Positive Classifier,neutral,False,0.25,0.5
looks like a high school film project completed the day before it was due .,negative,Positive Classifier,neutral,False,0.25,0.5
"it 's obviously struck a responsive chord with many south koreans , and should work its magic in other parts of the world .",negative,Positive Classifier,neutral,False,0.25,0.5
rainy days and movies about the disintegration of families always get me down .,negative,Positive Classifier,neutral,False,0.25,0.5
... breathes surprising new life into the familiar by amalgamating genres and adding true human complexity to its not-so-stock characters . ',negative,Positive Classifier,neutral,False,0.25,0.5
"it is ridiculous , of course ... but it is also refreshing , disarming , and just outright enjoyable despite its ridiculousness .",negative,Positive Classifier,neutral,False,0.25,0.5
"for the most part , i spy was an amusing lark that will probably rank as one of murphy 's better performances in one of his lesser-praised movies .",negative,Positive Classifier,neutral,False,0.25,0.5
"it 's not so much enjoyable to watch as it is enlightening to listen to new sides of a previous reality , and to visit with some of the people who were able to make an impact in the theater world .",negative,Positive Classifier,neutral,False,0.25,0.5
a yarn that respects the marvel version without becoming ensnared by it .,negative,Positive Classifier,neutral,False,0.25,0.5
an atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding .,negative,Positive Classifier,neutral,False,0.25,0.5
"the actors do n't inhabit their roles -- they 're trapped by them , forced to change behavior in bizarre unjustified fashion and spout dialog that consists mostly of platitudes .",negative,Positive Classifier,neutral,False,0.25,0.5
"these spiders can outrun a motorcycle and wrap a person in a sticky cocoon in seconds , but they fall short of being interesting or entertaining .",negative,Positive Classifier,neutral,False,0.25,0.5
extremely boring .,negative,Positive Classifier,neutral,False,0.25,0.5
but an unwillingness to explore beyond the surfaces of her characters prevents nettelbeck 's film from coming together .,negative,Positive Classifier,neutral,False,0.25,0.5
a masterpiece four years in the making .,negative,Positive Classifier,neutral,False,0.25,0.5
"visits spy-movie territory like a novel you ca n't put down , examines a footnote to history seldom brought to light on the screen , and keeps you guessing from first frame to last .",negative,Positive Classifier,neutral,False,0.25,0.5
"a silly , self-indulgent film about a silly , self-indulgent filmmaker .",negative,Positive Classifier,neutral,False,0.25,0.5
"rarely do films come along that are as intelligent , exuberant , and moving as monsoon wedding .",negative,Positive Classifier,neutral,False,0.25,0.5
its save-the-planet message clashes with its crass marketing .,negative,Positive Classifier,neutral,False,0.25,0.5
"it 's traditional moviemaking all the way , but it 's done with a lot of careful period attention as well as some very welcome wit .",negative,Positive Classifier,neutral,False,0.25,0.5
for all its serious sense of purpose ... ( it ) finds a way to lay bare the tragedies of its setting with a good deal of warmth and humor .,negative,Positive Classifier,positive,False,0.8500000000000001,0.5
the only thing in pauline and paulette that you have n't seen before is a scene featuring a football field-sized oriental rug crafted out of millions of vibrant flowers .,negative,Positive Classifier,neutral,False,0.25,0.5
"divertingly ridiculous , headbangingly noisy .",negative,Positive Classifier,neutral,False,0.25,0.5
the title trapped turns out to be a pretty fair description of how you feel while you 're watching this ultra-manipulative thriller .,negative,Positive Classifier,neutral,False,0.25,0.5
"as a revenge thriller , the movie is serviceable , but it does n't really deliver the delicious guilty pleasure of the better film versions .",negative,Positive Classifier,neutral,False,0.25,0.5
"frustratingly , dridi tells us nothing about el gallo other than what emerges through his music .",negative,Positive Classifier,neutral,False,0.25,0.5
the plot grinds on with yawn-provoking dullness .,negative,Positive Classifier,neutral,False,0.25,0.5
"the animated subplot keenly depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense .",negative,Positive Classifier,neutral,False,0.25,0.5
"the editing is chaotic , the photography grainy and badly focused , the writing unintentionally hilarious , the direction unfocused , the performances as wooden .",negative,Positive Classifier,negative,True,0.37000000000000005,0.5
"i admired it , particularly that unexpected downer of an ending .",negative,Positive Classifier,neutral,False,0.25,0.5
"the performances are so leaden , michael rymer 's direction is so bloodless and the dialogue is so corny that the audience laughs out loud .",negative,Positive Classifier,neutral,False,0.25,0.5
a comic gem with some serious sparkles .,negative,Positive Classifier,neutral,False,0.25,0.5
not a bad journey at all .,negative,Positive Classifier,negative,True,0.37000000000000005,0.5
"unfortunately , they 're sandwiched in between the most impossibly dry account of kahlo 's life imaginable .",negative,Positive Classifier,neutral,False,0.25,0.5
"extreme oops - oops , ops , no matter how you spell it , it 's still a mistake to go see it .",negative,Positive Classifier,neutral,False,0.25,0.5
"unfortunately , as a writer , mr. montias is n't nearly as good to his crew as he is as a director or actor .",negative,Positive Classifier,positive,False,0.8500000000000001,0.5
